,F_ligand_id,F_smiles,F_PDB,H_ligand_id,H_smiles,H_PDB,F_affinity_type,F_affinity_value,F_affinity_unit,F_affinity_link,H_affinity_type,H_affinity_value,H_affinity_unit,H_affinity_link,pubmed_H,pubmed_F,same_study
459,1HG,[C@H]1([C@@H]([C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)F)C(F)(F)F,4J1K,1HL,[C@H]1(C[C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)C(F)(F)F,4J1F,IC50,13.0,nM,http://www.pdbbind-cn.org/quickpdb.php?quickpdb=4j1k,IC50,2.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1F,23590342,23590342,True
460,1HG,[C@H]1([C@@H]([C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)F)C(F)(F)F,4J1K,1HL,[C@H]1(C[C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)C(F)(F)F,4J1F,IC50,13.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1K,IC50,12.0,nM,http://www.bindingmoad.org/pdbrecords/index/4j1f,23590342,23590342,True
461,1HG,[C@H]1([C@@H]([C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)F)C(F)(F)F,4J1K,1HL,[C@H]1(C[C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)C(F)(F)F,4J1F,IC50,13.0,nM,http://www.bindingmoad.org/pdbrecords/index/4j1k,IC50,12.0,nM,http://www.bindingmoad.org/pdbrecords/index/4j1f,23590342,23590342,True
462,1HG,[C@H]1([C@@H]([C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)F)C(F)(F)F,4J1K,1HL,[C@H]1(C[C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)C(F)(F)F,4J1F,IC50,10.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1K,IC50,12.0,nM,http://www.bindingmoad.org/pdbrecords/index/4j1f,23590342,23590342,True
463,1HG,[C@H]1([C@@H]([C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)F)C(F)(F)F,4J1K,1HL,[C@H]1(C[C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)C(F)(F)F,4J1F,IC50,13.0,nM,http://www.pdbbind-cn.org/quickpdb.php?quickpdb=4j1k,IC50,12.0,nM,http://www.bindingmoad.org/pdbrecords/index/4j1f,23590342,23590342,True
464,1HG,[C@H]1([C@@H]([C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)F)C(F)(F)F,4J1K,1HL,[C@H]1(C[C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)C(F)(F)F,4J1F,IC50,13.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1K,IC50,11.5,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1F,23590342,23590342,True
465,1HG,[C@H]1([C@@H]([C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)F)C(F)(F)F,4J1K,1HL,[C@H]1(C[C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)C(F)(F)F,4J1F,IC50,13.0,nM,http://www.bindingmoad.org/pdbrecords/index/4j1k,IC50,11.5,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1F,23590342,23590342,True
466,1HG,[C@H]1([C@@H]([C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)F)C(F)(F)F,4J1K,1HL,[C@H]1(C[C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)C(F)(F)F,4J1F,IC50,10.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1K,IC50,11.5,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1F,23590342,23590342,True
467,1HG,[C@H]1([C@@H]([C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)F)C(F)(F)F,4J1K,1HL,[C@H]1(C[C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)C(F)(F)F,4J1F,IC50,13.0,nM,http://www.pdbbind-cn.org/quickpdb.php?quickpdb=4j1k,IC50,11.5,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1F,23590342,23590342,True
468,1HG,[C@H]1([C@@H]([C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)F)C(F)(F)F,4J1K,1HL,[C@H]1(C[C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)C(F)(F)F,4J1F,IC50,13.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1K,IC50,2820.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1F,23590342,23590342,True
469,1HG,[C@H]1([C@@H]([C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)F)C(F)(F)F,4J1K,1HL,[C@H]1(C[C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)C(F)(F)F,4J1F,IC50,13.0,nM,http://www.bindingmoad.org/pdbrecords/index/4j1k,IC50,2820.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1F,23590342,23590342,True
470,1HG,[C@H]1([C@@H]([C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)F)C(F)(F)F,4J1K,1HL,[C@H]1(C[C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)C(F)(F)F,4J1F,IC50,10.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1K,IC50,2820.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1F,23590342,23590342,True
471,1HG,[C@H]1([C@@H]([C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)F)C(F)(F)F,4J1K,1HL,[C@H]1(C[C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)C(F)(F)F,4J1F,IC50,13.0,nM,http://www.pdbbind-cn.org/quickpdb.php?quickpdb=4j1k,IC50,2820.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1F,23590342,23590342,True
472,1HG,[C@H]1([C@@H]([C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)F)C(F)(F)F,4J1K,1HL,[C@H]1(C[C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)C(F)(F)F,4J1F,IC50,13.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1K,IC50,12.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1F,23590342,23590342,True
473,1HG,[C@H]1([C@@H]([C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)F)C(F)(F)F,4J1K,1HL,[C@H]1(C[C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)C(F)(F)F,4J1F,IC50,13.0,nM,http://www.bindingmoad.org/pdbrecords/index/4j1k,IC50,12.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1F,23590342,23590342,True
474,1HG,[C@H]1([C@@H]([C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)F)C(F)(F)F,4J1K,1HL,[C@H]1(C[C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)C(F)(F)F,4J1F,IC50,10.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1K,IC50,12.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1F,23590342,23590342,True
475,1HG,[C@H]1([C@@H]([C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)F)C(F)(F)F,4J1K,1HL,[C@H]1(C[C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)C(F)(F)F,4J1F,IC50,13.0,nM,http://www.pdbbind-cn.org/quickpdb.php?quickpdb=4j1k,IC50,12.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1F,23590342,23590342,True
476,1HG,[C@H]1([C@@H]([C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)F)C(F)(F)F,4J1K,1HL,[C@H]1(C[C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)C(F)(F)F,4J1F,IC50,13.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1K,IC50,30.399999618530273,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1F,23590342,23590342,True
477,1HG,[C@H]1([C@@H]([C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)F)C(F)(F)F,4J1K,1HL,[C@H]1(C[C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)C(F)(F)F,4J1F,IC50,13.0,nM,http://www.bindingmoad.org/pdbrecords/index/4j1k,IC50,30.399999618530273,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1F,23590342,23590342,True
478,1HG,[C@H]1([C@@H]([C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)F)C(F)(F)F,4J1K,1HL,[C@H]1(C[C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)C(F)(F)F,4J1F,IC50,10.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1K,IC50,30.399999618530273,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1F,23590342,23590342,True
479,1HG,[C@H]1([C@@H]([C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)F)C(F)(F)F,4J1K,1HL,[C@H]1(C[C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)C(F)(F)F,4J1F,IC50,13.0,nM,http://www.pdbbind-cn.org/quickpdb.php?quickpdb=4j1k,IC50,30.399999618530273,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1F,23590342,23590342,True
480,1HG,[C@H]1([C@@H]([C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)F)C(F)(F)F,4J1K,1HL,[C@H]1(C[C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)C(F)(F)F,4J1F,IC50,13.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1K,IC50,12.0,nM,http://www.pdbbind-cn.org/quickpdb.php?quickpdb=4j1f,23590342,23590342,True
481,1HG,[C@H]1([C@@H]([C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)F)C(F)(F)F,4J1K,1HL,[C@H]1(C[C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)C(F)(F)F,4J1F,IC50,13.0,nM,http://www.bindingmoad.org/pdbrecords/index/4j1k,IC50,12.0,nM,http://www.pdbbind-cn.org/quickpdb.php?quickpdb=4j1f,23590342,23590342,True
482,1HG,[C@H]1([C@@H]([C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)F)C(F)(F)F,4J1K,1HL,[C@H]1(C[C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)C(F)(F)F,4J1F,IC50,10.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1K,IC50,12.0,nM,http://www.pdbbind-cn.org/quickpdb.php?quickpdb=4j1f,23590342,23590342,True
483,1HG,[C@H]1([C@@H]([C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)F)C(F)(F)F,4J1K,1HL,[C@H]1(C[C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)C(F)(F)F,4J1F,IC50,13.0,nM,http://www.pdbbind-cn.org/quickpdb.php?quickpdb=4j1k,IC50,12.0,nM,http://www.pdbbind-cn.org/quickpdb.php?quickpdb=4j1f,23590342,23590342,True
484,1HG,[C@H]1([C@@H]([C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)F)C(F)(F)F,4J1K,1HL,[C@H]1(C[C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)C(F)(F)F,4J1F,IC50,13.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1K,IC50,2.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1F,23590342,23590342,True
485,1HG,[C@H]1([C@@H]([C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)F)C(F)(F)F,4J1K,1HL,[C@H]1(C[C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)C(F)(F)F,4J1F,IC50,13.0,nM,http://www.bindingmoad.org/pdbrecords/index/4j1k,IC50,2.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1F,23590342,23590342,True
486,1HG,[C@H]1([C@@H]([C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)F)C(F)(F)F,4J1K,1HL,[C@H]1(C[C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)C(F)(F)F,4J1F,IC50,10.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1K,IC50,2.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1F,23590342,23590342,True
487,1HG,[C@H]1([C@@H]([C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)F)C(F)(F)F,4J1K,1HL,[C@H]1(C[C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)C(F)(F)F,4J1F,IC50,13.0,nM,http://www.pdbbind-cn.org/quickpdb.php?quickpdb=4j1k,IC50,2.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1F,23590342,23590342,True
488,1HG,[C@H]1([C@@H]([C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)F)C(F)(F)F,4J1K,1HL,[C@H]1(C[C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)C(F)(F)F,4J1F,IC50,13.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1K,IC50,12.0,nM,http://www.bindingmoad.org/pdbrecords/index/4j1f,23590342,23590342,True
489,1HG,[C@H]1([C@@H]([C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)F)C(F)(F)F,4J1K,1HL,[C@H]1(C[C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)C(F)(F)F,4J1F,IC50,13.0,nM,http://www.bindingmoad.org/pdbrecords/index/4j1k,IC50,12.0,nM,http://www.bindingmoad.org/pdbrecords/index/4j1f,23590342,23590342,True
490,1HG,[C@H]1([C@@H]([C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)F)C(F)(F)F,4J1K,1HL,[C@H]1(C[C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)C(F)(F)F,4J1F,IC50,10.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1K,IC50,12.0,nM,http://www.bindingmoad.org/pdbrecords/index/4j1f,23590342,23590342,True
491,1HG,[C@H]1([C@@H]([C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)F)C(F)(F)F,4J1K,1HL,[C@H]1(C[C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)C(F)(F)F,4J1F,IC50,13.0,nM,http://www.pdbbind-cn.org/quickpdb.php?quickpdb=4j1k,IC50,12.0,nM,http://www.bindingmoad.org/pdbrecords/index/4j1f,23590342,23590342,True
492,1HG,[C@H]1([C@@H]([C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)F)C(F)(F)F,4J1K,1HL,[C@H]1(C[C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)C(F)(F)F,4J1F,IC50,13.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1K,IC50,11.5,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1F,23590342,23590342,True
493,1HG,[C@H]1([C@@H]([C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)F)C(F)(F)F,4J1K,1HL,[C@H]1(C[C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)C(F)(F)F,4J1F,IC50,13.0,nM,http://www.bindingmoad.org/pdbrecords/index/4j1k,IC50,11.5,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1F,23590342,23590342,True
494,1HG,[C@H]1([C@@H]([C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)F)C(F)(F)F,4J1K,1HL,[C@H]1(C[C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)C(F)(F)F,4J1F,IC50,10.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1K,IC50,11.5,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1F,23590342,23590342,True
495,1HG,[C@H]1([C@@H]([C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)F)C(F)(F)F,4J1K,1HL,[C@H]1(C[C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)C(F)(F)F,4J1F,IC50,13.0,nM,http://www.pdbbind-cn.org/quickpdb.php?quickpdb=4j1k,IC50,11.5,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1F,23590342,23590342,True
496,1HG,[C@H]1([C@@H]([C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)F)C(F)(F)F,4J1K,1HL,[C@H]1(C[C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)C(F)(F)F,4J1F,IC50,13.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1K,IC50,2820.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1F,23590342,23590342,True
497,1HG,[C@H]1([C@@H]([C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)F)C(F)(F)F,4J1K,1HL,[C@H]1(C[C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)C(F)(F)F,4J1F,IC50,13.0,nM,http://www.bindingmoad.org/pdbrecords/index/4j1k,IC50,2820.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1F,23590342,23590342,True
498,1HG,[C@H]1([C@@H]([C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)F)C(F)(F)F,4J1K,1HL,[C@H]1(C[C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)C(F)(F)F,4J1F,IC50,10.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1K,IC50,2820.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1F,23590342,23590342,True
499,1HG,[C@H]1([C@@H]([C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)F)C(F)(F)F,4J1K,1HL,[C@H]1(C[C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)C(F)(F)F,4J1F,IC50,13.0,nM,http://www.pdbbind-cn.org/quickpdb.php?quickpdb=4j1k,IC50,2820.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1F,23590342,23590342,True
500,1HG,[C@H]1([C@@H]([C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)F)C(F)(F)F,4J1K,1HL,[C@H]1(C[C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)C(F)(F)F,4J1F,IC50,13.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1K,IC50,12.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1F,23590342,23590342,True
501,1HG,[C@H]1([C@@H]([C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)F)C(F)(F)F,4J1K,1HL,[C@H]1(C[C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)C(F)(F)F,4J1F,IC50,13.0,nM,http://www.bindingmoad.org/pdbrecords/index/4j1k,IC50,12.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1F,23590342,23590342,True
502,1HG,[C@H]1([C@@H]([C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)F)C(F)(F)F,4J1K,1HL,[C@H]1(C[C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)C(F)(F)F,4J1F,IC50,10.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1K,IC50,12.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1F,23590342,23590342,True
503,1HG,[C@H]1([C@@H]([C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)F)C(F)(F)F,4J1K,1HL,[C@H]1(C[C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)C(F)(F)F,4J1F,IC50,13.0,nM,http://www.pdbbind-cn.org/quickpdb.php?quickpdb=4j1k,IC50,12.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1F,23590342,23590342,True
504,1HG,[C@H]1([C@@H]([C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)F)C(F)(F)F,4J1K,1HL,[C@H]1(C[C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)C(F)(F)F,4J1F,IC50,13.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1K,IC50,30.399999618530273,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1F,23590342,23590342,True
505,1HG,[C@H]1([C@@H]([C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)F)C(F)(F)F,4J1K,1HL,[C@H]1(C[C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)C(F)(F)F,4J1F,IC50,13.0,nM,http://www.bindingmoad.org/pdbrecords/index/4j1k,IC50,30.399999618530273,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1F,23590342,23590342,True
506,1HG,[C@H]1([C@@H]([C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)F)C(F)(F)F,4J1K,1HL,[C@H]1(C[C@](N=C(O1)N)(c1cc(ccc1F)NC(=O)c1ncc(cc1)C#N)C)C(F)(F)F,4J1F,IC50,10.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1K,IC50,30.399999618530273,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J1F,23590342,23590342,True
