,F_ligand_id,F_smiles,F_PDB,H_ligand_id,H_smiles,H_PDB,F_affinity_type,F_affinity_value,F_affinity_unit,F_affinity_link,H_affinity_type,H_affinity_value,H_affinity_unit,H_affinity_link,pubmed_H,pubmed_F,same_study
0,06Z,Fc1cc(Nc2nc(N)c(C(=O)c3ccccc3)s2)ccc1,3RJC,X36,n1c(N)c(C(=O)c2ccccc2)sc1Nc1ccccc1,3QTR,IC50,5700.0,nM,http://www.pdbbind-cn.org/quickpdb.php?quickpdb=3rjc,IC50,930.0,nM,http://www.pdbbind-cn.org/quickpdb.php?quickpdb=3qtr,23600925,23600925,True
1,09I,c1(c2c(ccc1)oc(c1c(N3CCCCCC3)nc(N)c(C(=O)NC(=N)N)n1)c2)F,5ZC5,50I,c1c2c(ccc1)oc(c1c(N3CCCCCC3)nc(N)c(C(=O)NC(=N)N)n1)c2,5ZA9,Ki,88.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=5ZC5,IC50,530.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=5ZA9,30130401,30130401,True
2,09I,c1(c2c(ccc1)oc(c1c(N3CCCCCC3)nc(N)c(C(=O)NC(=N)N)n1)c2)F,5ZC5,50I,c1c2c(ccc1)oc(c1c(N3CCCCCC3)nc(N)c(C(=O)NC(=N)N)n1)c2,5ZA9,Ki,88.0,nM,http://www.bindingmoad.org/pdbrecords/index/5zc5,IC50,530.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=5ZA9,30130401,30130401,True
3,09I,c1(c2c(ccc1)oc(c1c(N3CCCCCC3)nc(N)c(C(=O)NC(=N)N)n1)c2)F,5ZC5,50I,c1c2c(ccc1)oc(c1c(N3CCCCCC3)nc(N)c(C(=O)NC(=N)N)n1)c2,5ZA9,IC50,430.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=5ZC5,IC50,530.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=5ZA9,30130401,30130401,True
4,09I,c1(c2c(ccc1)oc(c1c(N3CCCCCC3)nc(N)c(C(=O)NC(=N)N)n1)c2)F,5ZC5,50I,c1c2c(ccc1)oc(c1c(N3CCCCCC3)nc(N)c(C(=O)NC(=N)N)n1)c2,5ZA9,Ki,88.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=5ZC5,Ki,183.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=5ZA9,30130401,30130401,True
5,09I,c1(c2c(ccc1)oc(c1c(N3CCCCCC3)nc(N)c(C(=O)NC(=N)N)n1)c2)F,5ZC5,50I,c1c2c(ccc1)oc(c1c(N3CCCCCC3)nc(N)c(C(=O)NC(=N)N)n1)c2,5ZA9,Ki,88.0,nM,http://www.bindingmoad.org/pdbrecords/index/5zc5,Ki,183.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=5ZA9,30130401,30130401,True
6,09I,c1(c2c(ccc1)oc(c1c(N3CCCCCC3)nc(N)c(C(=O)NC(=N)N)n1)c2)F,5ZC5,50I,c1c2c(ccc1)oc(c1c(N3CCCCCC3)nc(N)c(C(=O)NC(=N)N)n1)c2,5ZA9,IC50,430.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=5ZC5,Ki,183.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=5ZA9,30130401,30130401,True
7,09I,c1(c2c(ccc1)oc(c1c(N3CCCCCC3)nc(N)c(C(=O)NC(=N)N)n1)c2)F,5ZC5,50I,c1c2c(ccc1)oc(c1c(N3CCCCCC3)nc(N)c(C(=O)NC(=N)N)n1)c2,5ZA9,Ki,88.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=5ZC5,Ki,183.0,nM,http://www.bindingmoad.org/pdbrecords/index/5za9,30130401,30130401,True
8,09I,c1(c2c(ccc1)oc(c1c(N3CCCCCC3)nc(N)c(C(=O)NC(=N)N)n1)c2)F,5ZC5,50I,c1c2c(ccc1)oc(c1c(N3CCCCCC3)nc(N)c(C(=O)NC(=N)N)n1)c2,5ZA9,Ki,88.0,nM,http://www.bindingmoad.org/pdbrecords/index/5zc5,Ki,183.0,nM,http://www.bindingmoad.org/pdbrecords/index/5za9,30130401,30130401,True
9,09I,c1(c2c(ccc1)oc(c1c(N3CCCCCC3)nc(N)c(C(=O)NC(=N)N)n1)c2)F,5ZC5,50I,c1c2c(ccc1)oc(c1c(N3CCCCCC3)nc(N)c(C(=O)NC(=N)N)n1)c2,5ZA9,IC50,430.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=5ZC5,Ki,183.0,nM,http://www.bindingmoad.org/pdbrecords/index/5za9,30130401,30130401,True
20,0BZ,Fc1c(Nc2nc(Nc3ccc(cc3)C(=O)O)ncc2)cccc1,3UNZ,0BX,N(c1ccc(cc1)C(=O)O)c1nc(Nc2ccccc2)ccn1,3UO5,&Delta;H,-71.0,kJ/mol,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3UNZ,Kd,39.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3UO5,22248356,22248356,True
21,0BZ,Fc1c(Nc2nc(Nc3ccc(cc3)C(=O)O)ncc2)cccc1,3UNZ,0BX,N(c1ccc(cc1)C(=O)O)c1nc(Nc2ccccc2)ccn1,3UO5,Kd,16.0,nM,http://www.pdbbind-cn.org/quickpdb.php?quickpdb=3unz,Kd,39.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3UO5,22248356,22248356,True
22,0BZ,Fc1c(Nc2nc(Nc3ccc(cc3)C(=O)O)ncc2)cccc1,3UNZ,0BX,N(c1ccc(cc1)C(=O)O)c1nc(Nc2ccccc2)ccn1,3UO5,-T&Delta;S,-25.939050674438477,kJ/mol,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3UNZ,Kd,39.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3UO5,22248356,22248356,True
23,0BZ,Fc1c(Nc2nc(Nc3ccc(cc3)C(=O)O)ncc2)cccc1,3UNZ,0BX,N(c1ccc(cc1)C(=O)O)c1nc(Nc2ccccc2)ccn1,3UO5,Kd,16.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3UNZ,Kd,39.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3UO5,22248356,22248356,True
24,0BZ,Fc1c(Nc2nc(Nc3ccc(cc3)C(=O)O)ncc2)cccc1,3UNZ,0BX,N(c1ccc(cc1)C(=O)O)c1nc(Nc2ccccc2)ccn1,3UO5,IC50,3.700000047683716,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3UNZ,Kd,39.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3UO5,22248356,22248356,True
25,0BZ,Fc1c(Nc2nc(Nc3ccc(cc3)C(=O)O)ncc2)cccc1,3UNZ,0BX,N(c1ccc(cc1)C(=O)O)c1nc(Nc2ccccc2)ccn1,3UO5,&Delta;H,-71.0,kJ/mol,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3UNZ,Kd,39.0,nM,http://www.pdbbind-cn.org/quickpdb.php?quickpdb=3uo5,22248356,22248356,True
26,0BZ,Fc1c(Nc2nc(Nc3ccc(cc3)C(=O)O)ncc2)cccc1,3UNZ,0BX,N(c1ccc(cc1)C(=O)O)c1nc(Nc2ccccc2)ccn1,3UO5,Kd,16.0,nM,http://www.pdbbind-cn.org/quickpdb.php?quickpdb=3unz,Kd,39.0,nM,http://www.pdbbind-cn.org/quickpdb.php?quickpdb=3uo5,22248356,22248356,True
27,0BZ,Fc1c(Nc2nc(Nc3ccc(cc3)C(=O)O)ncc2)cccc1,3UNZ,0BX,N(c1ccc(cc1)C(=O)O)c1nc(Nc2ccccc2)ccn1,3UO5,-T&Delta;S,-25.939050674438477,kJ/mol,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3UNZ,Kd,39.0,nM,http://www.pdbbind-cn.org/quickpdb.php?quickpdb=3uo5,22248356,22248356,True
28,0BZ,Fc1c(Nc2nc(Nc3ccc(cc3)C(=O)O)ncc2)cccc1,3UNZ,0BX,N(c1ccc(cc1)C(=O)O)c1nc(Nc2ccccc2)ccn1,3UO5,Kd,16.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3UNZ,Kd,39.0,nM,http://www.pdbbind-cn.org/quickpdb.php?quickpdb=3uo5,22248356,22248356,True
29,0BZ,Fc1c(Nc2nc(Nc3ccc(cc3)C(=O)O)ncc2)cccc1,3UNZ,0BX,N(c1ccc(cc1)C(=O)O)c1nc(Nc2ccccc2)ccn1,3UO5,IC50,3.700000047683716,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3UNZ,Kd,39.0,nM,http://www.pdbbind-cn.org/quickpdb.php?quickpdb=3uo5,22248356,22248356,True
30,0BZ,Fc1c(Nc2nc(Nc3ccc(cc3)C(=O)O)ncc2)cccc1,3UNZ,0BX,N(c1ccc(cc1)C(=O)O)c1nc(Nc2ccccc2)ccn1,3UO5,&Delta;H,-71.0,kJ/mol,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3UNZ,IC50,10.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3UO5,22248356,22248356,True
31,0BZ,Fc1c(Nc2nc(Nc3ccc(cc3)C(=O)O)ncc2)cccc1,3UNZ,0BX,N(c1ccc(cc1)C(=O)O)c1nc(Nc2ccccc2)ccn1,3UO5,Kd,16.0,nM,http://www.pdbbind-cn.org/quickpdb.php?quickpdb=3unz,IC50,10.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3UO5,22248356,22248356,True
32,0BZ,Fc1c(Nc2nc(Nc3ccc(cc3)C(=O)O)ncc2)cccc1,3UNZ,0BX,N(c1ccc(cc1)C(=O)O)c1nc(Nc2ccccc2)ccn1,3UO5,-T&Delta;S,-25.939050674438477,kJ/mol,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3UNZ,IC50,10.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3UO5,22248356,22248356,True
33,0BZ,Fc1c(Nc2nc(Nc3ccc(cc3)C(=O)O)ncc2)cccc1,3UNZ,0BX,N(c1ccc(cc1)C(=O)O)c1nc(Nc2ccccc2)ccn1,3UO5,Kd,16.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3UNZ,IC50,10.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3UO5,22248356,22248356,True
34,0BZ,Fc1c(Nc2nc(Nc3ccc(cc3)C(=O)O)ncc2)cccc1,3UNZ,0BX,N(c1ccc(cc1)C(=O)O)c1nc(Nc2ccccc2)ccn1,3UO5,IC50,3.700000047683716,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3UNZ,IC50,10.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3UO5,22248356,22248356,True
35,0BZ,Fc1c(Nc2nc(Nc3ccc(cc3)C(=O)O)ncc2)cccc1,3UNZ,0BX,N(c1ccc(cc1)C(=O)O)c1nc(Nc2ccccc2)ccn1,3UO5,&Delta;H,-71.0,kJ/mol,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3UNZ,-T&Delta;S,-16.100099563598633,kJ/mol,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3UO5,22248356,22248356,True
36,0BZ,Fc1c(Nc2nc(Nc3ccc(cc3)C(=O)O)ncc2)cccc1,3UNZ,0BX,N(c1ccc(cc1)C(=O)O)c1nc(Nc2ccccc2)ccn1,3UO5,Kd,16.0,nM,http://www.pdbbind-cn.org/quickpdb.php?quickpdb=3unz,-T&Delta;S,-16.100099563598633,kJ/mol,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3UO5,22248356,22248356,True
37,0BZ,Fc1c(Nc2nc(Nc3ccc(cc3)C(=O)O)ncc2)cccc1,3UNZ,0BX,N(c1ccc(cc1)C(=O)O)c1nc(Nc2ccccc2)ccn1,3UO5,-T&Delta;S,-25.939050674438477,kJ/mol,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3UNZ,-T&Delta;S,-16.100099563598633,kJ/mol,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3UO5,22248356,22248356,True
38,0BZ,Fc1c(Nc2nc(Nc3ccc(cc3)C(=O)O)ncc2)cccc1,3UNZ,0BX,N(c1ccc(cc1)C(=O)O)c1nc(Nc2ccccc2)ccn1,3UO5,Kd,16.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3UNZ,-T&Delta;S,-16.100099563598633,kJ/mol,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3UO5,22248356,22248356,True
39,0BZ,Fc1c(Nc2nc(Nc3ccc(cc3)C(=O)O)ncc2)cccc1,3UNZ,0BX,N(c1ccc(cc1)C(=O)O)c1nc(Nc2ccccc2)ccn1,3UO5,IC50,3.700000047683716,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3UNZ,-T&Delta;S,-16.100099563598633,kJ/mol,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3UO5,22248356,22248356,True
40,0BZ,Fc1c(Nc2nc(Nc3ccc(cc3)C(=O)O)ncc2)cccc1,3UNZ,0BX,N(c1ccc(cc1)C(=O)O)c1nc(Nc2ccccc2)ccn1,3UO5,&Delta;H,-71.0,kJ/mol,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3UNZ,&Delta;H,-59.0,kJ/mol,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3UO5,22248356,22248356,True
41,0BZ,Fc1c(Nc2nc(Nc3ccc(cc3)C(=O)O)ncc2)cccc1,3UNZ,0BX,N(c1ccc(cc1)C(=O)O)c1nc(Nc2ccccc2)ccn1,3UO5,Kd,16.0,nM,http://www.pdbbind-cn.org/quickpdb.php?quickpdb=3unz,&Delta;H,-59.0,kJ/mol,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3UO5,22248356,22248356,True
42,0BZ,Fc1c(Nc2nc(Nc3ccc(cc3)C(=O)O)ncc2)cccc1,3UNZ,0BX,N(c1ccc(cc1)C(=O)O)c1nc(Nc2ccccc2)ccn1,3UO5,-T&Delta;S,-25.939050674438477,kJ/mol,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3UNZ,&Delta;H,-59.0,kJ/mol,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3UO5,22248356,22248356,True
43,0BZ,Fc1c(Nc2nc(Nc3ccc(cc3)C(=O)O)ncc2)cccc1,3UNZ,0BX,N(c1ccc(cc1)C(=O)O)c1nc(Nc2ccccc2)ccn1,3UO5,Kd,16.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3UNZ,&Delta;H,-59.0,kJ/mol,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3UO5,22248356,22248356,True
44,0BZ,Fc1c(Nc2nc(Nc3ccc(cc3)C(=O)O)ncc2)cccc1,3UNZ,0BX,N(c1ccc(cc1)C(=O)O)c1nc(Nc2ccccc2)ccn1,3UO5,IC50,3.700000047683716,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3UNZ,&Delta;H,-59.0,kJ/mol,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3UO5,22248356,22248356,True
49,0C6,Clc1ccccc1Nc1c(cnc(Nc2ccc(C(=O)O)cc2)n1)F,3UOK,0BY,Clc1ccccc1Nc1ccnc(Nc2ccc(C(=O)O)cc2)n1,3UO6,IC50,0.800000011920929,nM,http://www.pdbbind-cn.org/quickpdb.php?quickpdb=3uok,-T&Delta;S,-25.939050674438477,kJ/mol,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3UO6,22248356,22248356,True
50,0C6,Clc1ccccc1Nc1c(cnc(Nc2ccc(C(=O)O)cc2)n1)F,3UOK,0BY,Clc1ccccc1Nc1ccnc(Nc2ccc(C(=O)O)cc2)n1,3UO6,IC50,0.800000011920929,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3UOK,-T&Delta;S,-25.939050674438477,kJ/mol,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3UO6,22248356,22248356,True
51,0C6,Clc1ccccc1Nc1c(cnc(Nc2ccc(C(=O)O)cc2)n1)F,3UOK,0BY,Clc1ccccc1Nc1ccnc(Nc2ccc(C(=O)O)cc2)n1,3UO6,IC50,0.800000011920929,nM,http://www.pdbbind-cn.org/quickpdb.php?quickpdb=3uok,Kd,15.0,nM,http://www.pdbbind-cn.org/quickpdb.php?quickpdb=3uo6,22248356,22248356,True
52,0C6,Clc1ccccc1Nc1c(cnc(Nc2ccc(C(=O)O)cc2)n1)F,3UOK,0BY,Clc1ccccc1Nc1ccnc(Nc2ccc(C(=O)O)cc2)n1,3UO6,IC50,0.800000011920929,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3UOK,Kd,15.0,nM,http://www.pdbbind-cn.org/quickpdb.php?quickpdb=3uo6,22248356,22248356,True
53,0C6,Clc1ccccc1Nc1c(cnc(Nc2ccc(C(=O)O)cc2)n1)F,3UOK,0BY,Clc1ccccc1Nc1ccnc(Nc2ccc(C(=O)O)cc2)n1,3UO6,IC50,0.800000011920929,nM,http://www.pdbbind-cn.org/quickpdb.php?quickpdb=3uok,IC50,2.5,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3UO6,22248356,22248356,True
54,0C6,Clc1ccccc1Nc1c(cnc(Nc2ccc(C(=O)O)cc2)n1)F,3UOK,0BY,Clc1ccccc1Nc1ccnc(Nc2ccc(C(=O)O)cc2)n1,3UO6,IC50,0.800000011920929,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3UOK,IC50,2.5,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3UO6,22248356,22248356,True
55,0C6,Clc1ccccc1Nc1c(cnc(Nc2ccc(C(=O)O)cc2)n1)F,3UOK,0BY,Clc1ccccc1Nc1ccnc(Nc2ccc(C(=O)O)cc2)n1,3UO6,IC50,0.800000011920929,nM,http://www.pdbbind-cn.org/quickpdb.php?quickpdb=3uok,Kd,15.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3UO6,22248356,22248356,True
56,0C6,Clc1ccccc1Nc1c(cnc(Nc2ccc(C(=O)O)cc2)n1)F,3UOK,0BY,Clc1ccccc1Nc1ccnc(Nc2ccc(C(=O)O)cc2)n1,3UO6,IC50,0.800000011920929,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3UOK,Kd,15.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3UO6,22248356,22248356,True
57,0C6,Clc1ccccc1Nc1c(cnc(Nc2ccc(C(=O)O)cc2)n1)F,3UOK,0BY,Clc1ccccc1Nc1ccnc(Nc2ccc(C(=O)O)cc2)n1,3UO6,IC50,0.800000011920929,nM,http://www.pdbbind-cn.org/quickpdb.php?quickpdb=3uok,&Delta;H,-71.0,kJ/mol,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3UO6,22248356,22248356,True
58,0C6,Clc1ccccc1Nc1c(cnc(Nc2ccc(C(=O)O)cc2)n1)F,3UOK,0BY,Clc1ccccc1Nc1ccnc(Nc2ccc(C(=O)O)cc2)n1,3UO6,IC50,0.800000011920929,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3UOK,&Delta;H,-71.0,kJ/mol,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3UO6,22248356,22248356,True
85,0G0,c1(=O)c(cn(Cc2cn(nn2)[C@@H]2O[C@@H](CO)[C@H](O)[C@H]2O)c(=O)[nH]1)F,4G90,0EY,c1(=O)ccn(Cc2cn(nn2)[C@@H]2O[C@@H](CO)[C@H](O)[C@H]2O)c(=O)[nH]1,4G8V,Ki,30800.0,nM,http://www.pdbbind-cn.org/quickpdb.php?quickpdb=4g90,Ki,1600.0,nM,http://www.bindingmoad.org/pdbrecords/index/4g8v,23122937,23122937,True
86,0G0,c1(=O)c(cn(Cc2cn(nn2)[C@@H]2O[C@@H](CO)[C@H](O)[C@H]2O)c(=O)[nH]1)F,4G90,0EY,c1(=O)ccn(Cc2cn(nn2)[C@@H]2O[C@@H](CO)[C@H](O)[C@H]2O)c(=O)[nH]1,4G8V,Ki,30800.0,nM,http://www.bindingmoad.org/pdbrecords/index/4g90,Ki,1600.0,nM,http://www.bindingmoad.org/pdbrecords/index/4g8v,23122937,23122937,True
87,0G0,c1(=O)c(cn(Cc2cn(nn2)[C@@H]2O[C@@H](CO)[C@H](O)[C@H]2O)c(=O)[nH]1)F,4G90,0EY,c1(=O)ccn(Cc2cn(nn2)[C@@H]2O[C@@H](CO)[C@H](O)[C@H]2O)c(=O)[nH]1,4G8V,Ki,30800.0,nM,http://www.pdbbind-cn.org/quickpdb.php?quickpdb=4g90,Ki,1600.0,nM,http://www.pdbbind-cn.org/quickpdb.php?quickpdb=4g8v,23122937,23122937,True
88,0G0,c1(=O)c(cn(Cc2cn(nn2)[C@@H]2O[C@@H](CO)[C@H](O)[C@H]2O)c(=O)[nH]1)F,4G90,0EY,c1(=O)ccn(Cc2cn(nn2)[C@@H]2O[C@@H](CO)[C@H](O)[C@H]2O)c(=O)[nH]1,4G8V,Ki,30800.0,nM,http://www.bindingmoad.org/pdbrecords/index/4g90,Ki,1600.0,nM,http://www.pdbbind-cn.org/quickpdb.php?quickpdb=4g8v,23122937,23122937,True
127,0XP,c1cnc(cc1NC(=O)c1c(cc(cc1Cl)C#N)Cl)NC(=O)[C@H]1C[C@H]1F,4GJ3,0X6,c1cnc(cc1NC(=O)c1c(cc(cc1Cl)C#N)Cl)NC(=O)C1CC1,4GII,Ki,1.399999976158142,nM,http://www.pdbbind-cn.org/quickpdb.php?quickpdb=4gj3,Ki,1.7999999523162842,nM,http://www.bindingmoad.org/pdbrecords/index/4gii,23668484,23668484,True
128,0XP,c1cnc(cc1NC(=O)c1c(cc(cc1Cl)C#N)Cl)NC(=O)[C@H]1C[C@H]1F,4GJ3,0X6,c1cnc(cc1NC(=O)c1c(cc(cc1Cl)C#N)Cl)NC(=O)C1CC1,4GII,Ki,1.399999976158142,nM,http://www.bindingmoad.org/pdbrecords/index/4gj3,Ki,1.7999999523162842,nM,http://www.bindingmoad.org/pdbrecords/index/4gii,23668484,23668484,True
129,0XP,c1cnc(cc1NC(=O)c1c(cc(cc1Cl)C#N)Cl)NC(=O)[C@H]1C[C@H]1F,4GJ3,0X6,c1cnc(cc1NC(=O)c1c(cc(cc1Cl)C#N)Cl)NC(=O)C1CC1,4GII,Ki,1.399999976158142,nM,http://www.pdbbind-cn.org/quickpdb.php?quickpdb=4gj3,Ki,1.7999999523162842,nM,http://www.pdbbind-cn.org/quickpdb.php?quickpdb=4gii,23668484,23668484,True
130,0XP,c1cnc(cc1NC(=O)c1c(cc(cc1Cl)C#N)Cl)NC(=O)[C@H]1C[C@H]1F,4GJ3,0X6,c1cnc(cc1NC(=O)c1c(cc(cc1Cl)C#N)Cl)NC(=O)C1CC1,4GII,Ki,1.399999976158142,nM,http://www.bindingmoad.org/pdbrecords/index/4gj3,Ki,1.7999999523162842,nM,http://www.pdbbind-cn.org/quickpdb.php?quickpdb=4gii,23668484,23668484,True
172,1H5,c1cc(c(cc1NC(=O)c1ncc(cc1)C#N)[C@]1(CF)[C@H](COC(=N1)N)F)F,4J0Z,1H6,c1cc(c(cc1NC(=O)c1ncc(cc1)C#N)[C@]1(C)[C@H](COC(=N1)N)F)F,4J0Y,IC50,25.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J0Z,IC50,435.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J0Y,23590342,23590342,True
173,1H5,c1cc(c(cc1NC(=O)c1ncc(cc1)C#N)[C@]1(CF)[C@H](COC(=N1)N)F)F,4J0Z,1H6,c1cc(c(cc1NC(=O)c1ncc(cc1)C#N)[C@]1(C)[C@H](COC(=N1)N)F)F,4J0Y,IC50,77.0,nM,http://www.pdbbind-cn.org/quickpdb.php?quickpdb=4j0z,IC50,435.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4J0Y,23590342,23590342,True
